,customerid,lastname,creditscore
1958,15737506,Tretiakova,645
1959,15780514,Fuller,707
1960,15623647,Dellucci,655
1961,15668472,Ritchie,705
1962,15692416,Aikenhead,358
1963,15771139,Douglas,578
1964,15738318,Kung,800
1965,15772243,MacDonald,612
1966,15638463,Okwudilichukwu,681
1967,15598088,Ni,559
1968,15693468,Simmons,488
1969,15671930,H?,717
1970,15762268,Hancock,666
1971,15780954,Cran,582
1972,15700174,McKay,733
1973,15635728,P'an,693
1974,15679283,Parkhill,694
1975,15591386,Golubova,622
1976,15694192,Nwankwo,598
1977,15585901,Johnson,717
1978,15792329,Mao,494
1979,15635597,Echezonachukwu,644
1980,15775880,McElyea,554
1981,15630913,Rosas,476
1982,15756680,Phillips,667
1983,15587913,Palerma,748
1984,15737605,Morris,531
1985,15627876,Pavlova,719
1986,15772601,Lu,845
1987,15758606,Yamamoto,738
1988,15657107,Angelo,563
1989,15622454,Zaitsev,695
1990,15775803,Cawker,841
1991,15570859,Froggatt,626
1992,15748381,Gorbunov,613
1993,15787189,Tai,824
1994,15666055,Rowe,705
1995,15617648,Mikkelsen,584
1996,15755678,Kovalyov,534
1997,15624781,Mbanefo,672
1998,15779497,Ts'ai,603
1999,15567399,Enderby,633
2000,15613656,Lombardi,842
2001,15734311,Hamilton,661
2002,15657214,Hsia,601
2003,15799350,Mao,632
2004,15729970,Ugochukwu,684
2005,15725835,West,785
2006,15745543,Hughes,687
2007,15727384,Chukwuemeka,705
2008,15666916,Lira,639
2009,15732917,Li,729
2010,15612050,Castiglione,556
2011,15726267,Paterson,570
2012,15780124,Blair,841
2013,15742238,Dellucci,705
2014,15679024,Udinesi,553
2015,15715297,Yuan,779
2016,15633612,Yuryeva,696
2017,15602929,Wilson,728
2018,15696703,Dean,691
2019,15756668,Ross,706
2020,15565779,Kent,627
2021,15795519,Vasiliev,716
2022,15761477,Golibe,501
2023,15731890,Chukwukere,601
2024,15633043,Fedorova,545
2025,15752953,Chien,634
2026,15603088,Rossi,451
2027,15606613,Samson,655
2028,15635939,Fenton,458
2029,15666043,Mackey,520
2030,15746190,Payton,624
2031,15591357,Cowger,765
2032,15658716,Banks,667
2033,15679909,Pugliesi,665
2034,15634262,Fantin,709
2035,15799825,Bentley,583
2036,15756875,Freeman,782
2037,15678146,Wong,668
2038,15710743,Onwuamaeze,621
2039,15595831,Shen,579
2040,15626684,Huang,547
2041,15709846,Yeh,840
2042,15635459,Shih,667
2043,15642544,Henderson,723
2044,15566494,Fang,487
2045,15655238,Dellucci,668
2046,15733429,Chou,520
2047,15814536,Conti,549
2048,15771702,Roberts,567
2049,15723008,Lo Duca,720
2050,15797160,Glover,492
2051,15792222,Johnstone,712
2052,15644765,Ashton,689
2053,15610686,Melton,850
2054,15730868,Marshall,747
2055,15705991,Kenenna,469
2056,15577078,Zakharov,539
2057,15679550,Chukwualuka,743
2058,15787655,Chu,707
2059,15668081,Capon,581
2060,15747980,Cattaneo,737
2061,15710295,Patrick,445
2062,15724443,Taylor,703
2063,15571305,Stephenson,588
2064,15569503,Yeh,765
2065,15581840,DeRose,626
2066,15772262,Vavilov,545
2067,15767794,Browne,744
2068,15629338,Collingridge de Tourcey,658
2069,15790379,Rowe,629
2070,15750684,Jibunoh,719
2071,15697214,Korovin,686
2072,15711015,Hammonds,743
2073,15573309,Ward,626
2074,15805303,Olisanugo,661
2075,15741385,Gallop,710
2076,15780254,Gartrell,654
2077,15744843,K'ung,569
2078,15815626,Oluchi,640
2079,15784736,Jamieson,562
2080,15813412,Barlow,721
2081,15809143,White,456
2082,15617617,Stewart,811
2083,15779738,Buccho,534
2084,15668669,Benson,423
2085,15687477,Thompson,594
2086,15578908,Todd,725
2087,15687658,Burgin,716
2088,15615020,Nnaife,595
2089,15608886,Okwudiliolisa,679
2090,15602551,Johnson,667
2091,15672945,Parkes,661
2092,15757408,Lo,655
2093,15806132,Martin,555
2094,15813022,Kapustina,531
2095,15673578,Page,611
2096,15757916,Amaechi,600
2097,15689168,Munro,531
2098,15769216,Panicucci,601
2099,15593295,Greathouse,548
2100,15804814,Ts'ui,759
2101,15778934,Napolitani,678
2102,15802351,Beers,755
2103,15630241,Tretyakova,594
2104,15719561,Lin,768
2105,15615096,Costa,492
2106,15659931,Ibezimako,637
2107,15714586,Marcelo,646
2108,15634949,Hay,593
2109,15589224,Moore,596
2110,15795990,Lumholtz,722
2111,15603216,Simpson,642
2112,15631201,Hill,472
2113,15686255,Mouzon,738
2114,15746594,Wu,732
2115,15718893,Pirozzi,404
2116,15671609,Ibeabuchi,701
2117,15652540,Garnsey,683
2118,15774857,Synnot,460
2119,15791836,Wildman,690
2120,15651554,Anenechukwu,618
2121,15583576,Tai,671
2122,15732740,Plant,765
2123,15723320,Azubuike,651
2124,15603851,Galkin,704
2125,15777923,Johnston,544
2126,15735719,Babbage,790
2127,15703482,Walker,710
2128,15605835,Rice,743
2129,15664881,Norton,702
2130,15757568,Bogolyubov,704
2131,15792660,Gibbons,614
2132,15599722,Chia,609
2133,15726354,Smith,688
2134,15610355,Hunter,713
2135,15704284,Ekechukwu,736
2136,15621893,Bellucci,727
2137,15588219,Ford,850
2138,15688619,Scott,718
2139,15765518,Gregson,643
2140,15616931,Moore,653
2141,15758372,Wallace,674
2142,15782591,Cook,690
2143,15612109,Speth,819
2144,15613712,Boag,634
2145,15639322,Grave,633
2146,15594349,Streeten,850
2147,15574167,Fox,665
2148,15811842,Artemyeva,630
2149,15648794,Giordano,836
2150,15771211,Perkins,668
2151,15588614,Walton,753
2152,15630698,Hay,745
2153,15694200,Gardner,693
2154,15721426,Milne,606
2155,15725997,She,660
2156,15762138,Hu,608
2157,15750649,Uwakwe,744
2158,15685706,Bird,731
2159,15641835,Anderson,683
2160,15586821,Bellew,727
2161,15569678,Cocci,561
2162,15793842,Krichauff,700
2163,15667554,Cameron,605
2164,15794479,Becker,767
2165,15585041,Ainsworth,511
2166,15780650,Biryukov,667
2167,15780846,Redding,787
2168,15805260,Wood,705
2169,15621629,Scott,773
2170,15662151,Gould,554
2171,15747174,Hao,526
2172,15651585,Power,661
2173,15649738,White,698
2174,15633108,Thorpe,646
2175,15769254,Tuan,757
2176,15704746,Inman,699
2177,15637644,Hanson,667
2178,15609562,MacDonald,774
2179,15787459,Parkes,745
2180,15762902,Stanley,649
2181,15738605,Fischer,634
2182,15724889,Chinweuba,665
2183,15730735,Henning,713
2184,15689147,Ogochukwu,652
2185,15730397,Narelle,739
2186,15762169,Bergman,556
2187,15589320,Sagese,699
2188,15799211,Anenechi,708
2189,15798310,Palerma,480
2190,15609998,Okwudilichukwu,700
2191,15583548,Harrison,525
2192,15761763,Jamieson,845
2193,15764409,Goodman,613
2194,15710161,Ko,850
2195,15735246,Norman,798
2196,15791700,Ugochukwutubelum,773
2197,15670753,Uvarova,614
2198,15573876,Chia,473
2199,15770174,Piazza,762
2200,15641114,Power,701
2201,15682435,P'eng,600
2202,15751788,Johnson,850
2203,15672598,Walker,613
2204,15762803,Innes,509
2205,15812982,Francis,509
2206,15597901,Chidozie,609
2207,15731507,Mackenzie,456
2208,15809826,Craigie,728
2209,15764237,Manfrin,663
2210,15769917,Onyekachi,673
2211,15641850,Pethard,717
2212,15770974,Nwabugwu,741
2213,15803749,DeRose,498
2214,15684999,Ch'eng,850
2215,15770225,Padovesi,493
2216,15627484,Obielumani,686
2217,15610337,Stephens,666
2218,15752488,Emery,733
2219,15610056,Dufresne,631
2220,15806049,Lee,714
2221,15736069,Hsing,767
2222,15763662,Longo,711
2223,15615575,Vial,722
2224,15691723,Chukwudi,631
2225,15774098,Grant,701
2226,15750808,Ma,790
2227,15744368,Sun,633
2228,15610594,Moss,644
2229,15756125,Booth,757
2230,15623277,Ross,696
2231,15795954,Ndukaku,746
2232,15671969,Pruneda,649
2233,15791268,Neumann,565
2234,15713655,Calabrese,720
2235,15633930,Yobachukwu,648
2236,15712849,Tung,632
2237,15639077,Marchesi,622
2238,15808784,Hess,835
2239,15648577,Pickering,493
2240,15670345,Mazzi,785
2241,15633112,Madukaego,681
2242,15714397,Trentino,621
2243,15780038,Paterson,756
2244,15756305,Marchesi,515
2245,15578799,Anayolisa,625
2246,15800326,Poole,717
2247,15785485,Zhou,595
2248,15783958,Bates,539
2249,15727546,Olejuru,762
2250,15739576,Bustard,706
2251,15631333,Wade,677
2252,15604782,Tan,733
2253,15589643,Ngozichukwuka,684
2254,15585533,Calabrese,679
2255,15681506,Lane,478
2256,15630551,Forbes,696
2257,15698349,Davy,686
2258,15776631,Ma,466
2259,15762216,Barrera,686
2260,15623927,Alexander,576
2261,15681402,Ngozichukwuka,763
2262,15586264,Murray,572
2263,15594685,Hall,757
2264,15812945,Padovesi,582
2265,15734628,Lysaght,623
2266,15629323,Kelechi,617
2267,15666823,Nebechi,425
2268,15777553,Hanson,659
2269,15613097,Kao,605
2270,15622217,Tu,538
2271,15703588,Palerma,665
2272,15570835,Fallaci,491
2273,15679299,Shen,726
2274,15808044,Ts'ui,580
2275,15579208,Chikezie,550
2276,15684951,He,542
2277,15667620,Dreyer,732
2278,15582960,Short,473
2279,15590730,Hunt,745
2280,15763747,Ricci,732
2281,15778320,Teng,848
2282,15642787,Ijendu,572
2283,15624633,Kibby,702
2284,15766765,Obiuto,664
2285,15783615,Ramos,630
2286,15640161,Calabrese,618
2287,15619889,Vasin,556
2288,15579166,Munro,619
2289,15789097,Keeley,644
2290,15674880,Archer,658
2291,15778157,Murray,598
2292,15779064,Chidiegwu,677
2293,15801265,Tang,689
2294,15589204,Farrar,591
2295,15664543,Shaw,699
2296,15582714,Napolitani,749
2297,15797595,Greenhalgh,709
2298,15614034,Martin,607
2299,15763171,Hu,650
2300,15647266,Y?an,651
2301,15757577,Odili,676
2302,15736656,H?,723
2303,15635078,Chiemela,714
2304,15680141,Yuan,759
2305,15576945,Clements,582
2306,15602034,Kolesnikov,697
2307,15732020,Rutherford,610
2308,15611029,Hsiung,488
2309,15621210,Angelo,599
2310,15569222,Mendes,781
2311,15664639,McGregor,645
2312,15724223,Bronner,545
2313,15644621,Mironova,597
2314,15756056,Ku,561
2315,15700353,Evans,662
2316,15624388,Henderson,649
2317,15627212,Smith,630
2318,15648005,Russell,672
2319,15681446,Sun,636
2320,15775888,McDonald,593
2321,15749019,Wong,545
2322,15709928,Niu,567
2323,15784676,Fanucci,583
2324,15748116,Zetticci,681
2325,15612193,Hsia,762
2326,15762984,McIntosh,648
2327,15613713,Kozlova,644
2328,15664204,Meany,706
2329,15639415,Thompson,850
2330,15806332,Le Gallienne,484
2331,15614929,Cheng,508
2332,15695492,P'eng,439
2333,15635972,Lloyd,484
2334,15616380,Wheeler,803
2335,15581440,Christie,724
2336,15654390,He,640
2337,15660688,King,701
2338,15806307,Favors,537
2339,15647975,Vida,651
2340,15595728,Thomas,523
2341,15735388,Wayn,717
2342,15788535,Tan,593
2343,15765902,Gibson,706
2344,15642345,Y?,714
2345,15641250,Calabresi,794
2346,15706163,Enyinnaya,518
2347,15746708,Ritchie,589
2348,15775203,Chia,824
2349,15787907,Wang,719
2350,15646764,Lorenzo,617
2351,15678284,Pai,651
2352,15726791,Nuttall,637
2353,15813144,Osborne,554
2354,15669342,Ferri,731
2355,15710366,Hamilton,569
2356,15614934,McEwan,625
2357,15588701,Lai,592
2358,15665438,Hs?,669
2359,15644896,Thompson,663
2360,15670205,Boyd,518
2361,15635776,Trevisani,686
2362,15791053,Lucciano,709
2363,15644005,Holman,571
2364,15796343,Bazhenov,707
2365,15751057,Douglas,701
2366,15623430,Hill,672
2367,15682600,Lo,620
2368,15769312,Forbes,557
2369,15708212,Lin,648
2370,15650258,Sinclair,479
2371,15604345,Kemp,730
2372,15578297,Ebelegbulam,737
2373,15671789,Woods,616
2374,15726186,Genovese,639
2375,15764618,Tseng,815
2376,15730738,Chiang,786
2377,15637650,Williams,549
2378,15606267,Wilson,622
2379,15625904,Wang,624
2380,15654463,Moore,841
2381,15774151,Iadanza,614
2382,15693259,Wallace,676
2383,15642468,Clark,697
2384,15758531,Y?,732
2385,15728352,Yermakov,623
2386,15637240,Wei,541
2387,15595588,Chukwunonso,773
2388,15778395,McIntyre,762
2389,15711825,Ts'ai,655
2390,15599251,Chung,602
2391,15570004,Tsou,850
2392,15656912,Aitken,649
2393,15657342,Dawson,850
2394,15716284,Ward,543
2395,15672374,Pai,672
2396,15732476,Ifeanyichukwu,600
2397,15747724,Briggs,671
2398,15633877,Morrison,706
2399,15672516,Wall,541
2400,15607827,Nebechukwu,711
2401,15751336,Yao,630
2402,15646539,Liao,531
2403,15756901,Ch'ang,641
2404,15809286,Burke,631
2405,15759021,Kay,685
2406,15725039,McIntyre,702
2407,15579130,Chidiegwu,708
2408,15754112,Musgrove,653
2409,15735522,Boulger,654
2410,15613326,Gow,596
2411,15739502,Amaechi,549
2412,15670914,Robe,754
2413,15604073,Bibi,815
2414,15806027,Niu,556
2415,15574886,Palerma,706
2416,15707120,Cocci,850
2417,15800845,Artemieva,732
2418,15603914,Arcuri,614
2419,15722765,Owen,580
2420,15783305,Franklin,593
2421,15574842,Lorenzo,653
2422,15607837,Muriel,746
2423,15714877,MacDevitt,662
2424,15782941,Chijindum,573
2425,15630167,Gibson,684
2426,15759038,Whitehead,793
2427,15661821,Johnstone,798
2428,15728006,Endrizzi,524
2429,15712176,Burke,816
2430,15689351,Johnson,742
2431,15782247,Yeh,540
2432,15769064,Marshall,537
2433,15718153,Kao,759
2434,15613189,Browne,774
2435,15661734,Taylor,608
2436,15592645,Gibbons,704
2437,15768387,Nott,581
2438,15792525,Lei,628
2439,15586976,Alexeeva,566
2440,15790659,Sheets,701
2441,15691446,Tokaryev,735
2442,15772632,Ts'ui,680
2443,15706587,Johnston,560
2444,15572461,Kung,663
2445,15654409,Unwin,665
2446,15568025,Hsueh,758
2447,15715769,Hao,621
2448,15667458,L?,764
2449,15567980,Frater,537
2450,15679294,Brennan,589
2451,15606507,Pisani,555
2452,15578825,Golubev,734
2453,15619935,Vanmeter,783
2454,15636089,Hs?,678
2455,15727490,Scott,661
2456,15591766,Crawford,607
2457,15641629,P'eng,537
2458,15813303,Rearick,513
2459,15756920,Genovesi,576
2460,15726403,Glenny,660
2461,15592765,Marks,637
2462,15704442,Fleming,672
2463,15641136,Davison,629
2464,15725818,Chibuzo,583
2465,15612071,Wilson,763
2466,15719809,Endrizzi,516
2467,15716518,Yuryeva,617
2468,15742210,Ugochukwu,700
2469,15630617,Lo Duca,727
2470,15720838,Gallo,689
2471,15595537,Trout,626
2472,15623196,Morley,686
2473,15679249,Chou,351
2474,15693199,Shao,739
2475,15661219,Trentino,627
2476,15617136,Mazzanti,451
2477,15760294,Endrizzi,512
2478,15652808,Monaldo,774
2479,15657139,Otutodilinna,652
2480,15803790,Allen,638
2481,15764105,Milne,475
2482,15672610,Somadina,567
2483,15766896,Chieloka,750
2484,15587735,Chukwuebuka,850
2485,15659501,Chioke,753
2486,15745001,Kovalev,683
2487,15651140,Doherty,710
2488,15571148,Baranov,645
2489,15776824,Rossi,714
2490,15633141,Robinson,696
2491,15764174,Bidencope,612
2492,15778155,T'ien,520
2493,15715920,De Bernales,782
2494,15671917,Wade,666
2495,15666548,Chung,466
2496,15625623,Stevenson,567
2497,15748123,Chienezie,613
2498,15648735,Cashin,718
2499,15634974,Seppelt,614
2500,15713378,Brownless,711
2501,15753370,McDonald,691
2502,15782659,Mamelu,527
2503,15583364,McGregor,476
2504,15625942,McDonald,619
2505,15720284,Crawford,607
2506,15679642,Feng,695
2507,15628007,Genovese,653
2508,15661974,Pirozzi,677
2509,15689341,Gibbs,655
2510,15607993,Milne,625
2511,15693267,Dickson,679
2512,15769522,O'Connor,734
2513,15755825,McGuirk,666
2514,15598175,Toscani,592
2515,15744327,Ruth,564
2516,15798666,Hughes,814
2517,15577064,Onyekaozulu,592
2518,15759436,Aksenov,758
2519,15690231,K'ung,612
2520,15751561,Meng,498
2521,15739068,Nwoye,638
2522,15758056,Calabresi,558
2523,15742269,Milano,756
2524,15726490,Kirby,782
2525,15738411,Ho,505
2526,15727919,Chukwuemeka,671
2527,15709396,Hale,801
2528,15654106,K?,604
2529,15621653,Rice,716
2530,15598086,Brown,624
2531,15752300,Sagese,607
2532,15658693,Aksyonova,827
2533,15631838,Findlay,606
2534,15803804,Walker,717
2535,15578809,Hao,651
2536,15752026,Hammer,691
2537,15723706,Abbott,573
2538,15752838,Lucas,723
2539,15569571,Davydova,584
2540,15769703,West,550
2541,15679770,Smith,611
2542,15791102,Mai,549
2543,15655192,Fiorentino,850
2544,15709487,Freeman,668
2545,15687130,Nkemjika,686
2546,15755178,Ramos,660
2547,15634772,Mario,682
2548,15617197,Chien,524
2549,15631240,Dubinina,645
2550,15784301,Wang,850
2551,15631310,Hsieh,537
2552,15756560,Moran,599
2553,15732270,Hung,727
2554,15739357,Moss,756
2555,15771540,Fedorova,755
2556,15567486,Li,634
2557,15714634,Nebechi,837
2558,15727021,Obialo,727
2559,15650670,Bateson,567
2560,15711834,Long,650
2561,15729763,Nelson,655
2562,15646566,Bell,763
2563,15645463,Udinese,843
2564,15672144,Mao,667
2565,15596088,Fanucci,705
2566,15614878,Yeh,660
2567,15635240,Onuoha,553
2568,15775905,Moore,612
2569,15700657,Thornton,641
2570,15611905,Warlow-Davies,513
2571,15652527,Champion,680
2572,15785865,Mazzanti,711
2573,15645942,Macleod,689
2574,15688691,Lei,665
2575,15592736,Lucchese,551
2576,15673529,Lombardo,645
2577,15724145,William,616
2578,15704629,Wright,582
2579,15597896,Ozoemena,365
2580,15731790,Boyle,697
2581,15634719,Chinwendu,704
2582,15703205,Uwaezuoke,656
2583,15567333,Archambault,712
2584,15754537,Ko,748
2585,15612030,Udegbulam,724
2586,15573242,Greene,691
2587,15601892,Hunter,563
2588,15663885,Blinova,741
2589,15701096,De Garis,778
2590,15710450,Okwudiliolisa,848
2591,15790846,Ts'ai,634
2592,15658956,Tuan,505
2593,15755223,Tseng,692
2594,15787318,Holmwood,537
2595,15737310,Thompson,633
2596,15763665,Y?,833
2597,15668818,Chidubem,592
2598,15765812,Trevisani,587
2599,15704844,Hsiung,550
2600,15744582,Randall,680
2601,15616700,Leach,622
2602,15683521,Godfrey,594
2603,15583049,Wallace,643
2604,15643752,Wei,540
2605,15620398,Mitchell,635
2606,15715707,Light,657
2607,15814209,Capon,814
2608,15733768,Hou,600
2609,15755242,Rowe,682
2610,15729412,Holloway,682
2611,15746564,O'Sullivan,566
2612,15588446,Udinesi,550
2613,15665221,Nwebube,630
2614,15640846,Chibueze,546
2615,15700209,Walker,486
2616,15658360,Gregory,762
2617,15602735,Kuo,692
2618,15724834,Wilson,498
2619,15800062,Lanford,850
2620,15685300,Meng,603
2621,15760102,Yeh,551
2622,15787026,Onwuatuegwu,627
2623,15653696,Goliwe,515
2624,15788946,Anthony,605
2625,15600724,Scott,567
2626,15574324,Genovese,568
2627,15707144,Onyeorulu,571
2628,15775891,Myers,634
2629,15711789,Davey,768
2630,15600879,Parsons,554
2631,15681196,Chikere,629
2632,15716000,Hs?eh,638
2633,15766776,Sal,576
2634,15680278,Ts'ai,661
2635,15688637,Witt,592
2636,15591179,Skelton,702
2637,15677435,Kazantseva,647
2638,15698619,Bowhay,593
2639,15581036,Beyer,712
2640,15622117,Fries,625
2641,15599301,Tao,538
2642,15581548,Kaodilinakachukwu,637
2643,15586870,Ni,632
2644,15735263,Hsueh,736
2645,15765322,Connely,755
2646,15582944,Becker,425
2647,15687162,Clayton,461
2648,15644962,Connolly,745
2649,15612615,Graham,616
2650,15813439,Ch'ien,587
2651,15604544,Manfrin,850
2652,15761348,Kuo,601
2653,15785078,Fomin,730
2654,15759874,Chamberlain,532
2655,15643658,Barber,850
2656,15713267,Zimmer,779
2657,15737782,Brazenor,562
2658,15815490,Cocci,670
2659,15679410,Caldwell,729
2660,15756241,Yirawala,767
2661,15688409,Donaldson,742
2662,15742272,Ozerova,669
2663,15717898,Bruce,542
2664,15769582,Kang,586
2665,15635660,Rossi,612
2666,15576723,Ts'ai,740
2667,15591577,Moran,584
2668,15582325,Jennings,524
2669,15693947,Tokareva,614
2670,15760446,Pagnotto,598
2671,15611105,Castella,799
2672,15630920,Du Cane,724
2673,15574910,Ferguson,601
2674,15756472,Odinakachukwu,804
2675,15682890,Woronoff,745
2676,15641994,Meng,667
2677,15733297,Sinclair,518
2678,15767793,Hsu,819
2679,15725698,Panicucci,520
2680,15813532,Burns,625
2681,15576760,Onodugoadiegbemma,673
2682,15732102,Darling,656
2683,15739046,Maggard,850
2684,15631927,Thomas,574
2685,15672115,Lettiere,679
2686,15618765,Ponomaryov,530
2687,15679148,Oliver,508
2688,15728474,Chienezie,558
2689,15636999,Mao,414
2690,15754261,Ho,648
2691,15629150,Lucchese,721
2692,15736274,Prokhorova,751
2693,15627697,Alekseyeva,662
2694,15721585,Blacklock,628
2695,15639946,Sazonova,597
2696,15792176,Henty,698
2697,15699450,Li,723
2698,15729954,Azuka,586
2699,15600103,Alexander,633
2700,15786200,Brock,564
2701,15797010,Shen,649
2702,15670172,Padovesi,622
2703,15627352,Bulgakov,459
2704,15622494,Mazzanti,718
2705,15585835,Lord,655
2706,15595071,Ramos,696
2707,15628203,Pai,637
2708,15667190,Yuan,630
2709,15780212,Mao,592
2710,15766869,Uspenskaya,634
2711,15775741,Powell,608
2712,15628170,Brown,565
2713,15701318,Poole,763
2714,15710928,McChesney,665
2715,15682547,Lucchese,649
2716,15631170,Clements,695
2717,15648702,Yuriev,775
2718,15783444,Endrizzi,788
2719,15809178,Pan,569
2720,15806688,Manfrin,726
2721,15576824,Kennedy,564
2722,15675422,Conway,544
2723,15681550,Lablanc,614
2724,15812628,Dodd,453
2725,15597951,Muir,471
2726,15807045,Milanesi,829
2727,15581748,Shen,754
2728,15770420,Dillon,749
2729,15608230,Hoelscher,667
2730,15730339,Bell,670
2731,15712584,Liao,670
2732,15592816,Udokamma,623
2733,15641480,Sinnett,571
2734,15708505,Palerma,641
2735,15791131,Chimaijem,551
2736,15618225,Porter,741
2737,15644724,Fan,472
2738,15662098,Palmer,650
2739,15723894,Younger,625
2740,15787699,Burke,650
2741,15687738,Nwagugheuzo,535
2742,15576126,Young,649
2743,15658889,Watson,689
2744,15667046,Tseng,694
2745,15669957,Drake,655
2746,15655794,Hanna,620
2747,15599829,Padovesi,577
2748,15753332,Loftus,401
2749,15671124,Buccho,599
2750,15767474,Lorenzo,481
2751,15720671,Ibezimako,704
2752,15626787,Wei,698
2753,15774491,Ross,480
2754,15579647,Oluchukwu,682
2755,15625522,Walker,700
2756,15765806,Wu,492
2757,15566708,Chidalu,444
2758,15668347,Ingram,624
2759,15575214,Ch'en,709
2760,15591123,Iredale,557
2761,15573280,Gallagher,646
2762,15589018,Padilla,719
2763,15654495,Potter,706
2764,15597265,Mao,660
2765,15733876,Schneider,667
2766,15677217,Ibragimova,705
2767,15747265,Huang,598
2768,15713379,Anderson,669
2769,15730433,Nakayama,580
2770,15693347,Gardener,676
2771,15715465,Aksenova,714
2772,15680736,Milne,597
2773,15610765,Onwumelu,559
2774,15650034,Kudryashova,564
2775,15782468,Hart,850
2776,15685109,Teng,689
2777,15776233,Kruglova,758
2778,15761141,Palerma,604
2779,15781702,Brookes,733
2780,15790235,Hsing,778
2781,15641416,Shaffer,732
2782,15775234,Laurie,646
2783,15659475,Chung,597
2784,15642202,Whitfield,821
2785,15771417,Thomas,640
2786,15585100,Rioux,511
2787,15700487,Osonduagwuike,805
2788,15726589,Matveyev,540
2789,15747503,Hayward,705
2790,15595883,Nkemdirim,540
2791,15663826,Brim,532
2792,15742820,Trevisano,535
2793,15624793,Soubeiran,627
2794,15597930,Wilson,646
2795,15665110,Helena,515
2796,15770719,Duncan,697
2797,15731327,Hale,652
2798,15576044,Macdonald,579
2799,15775662,McKay,760
2800,15646817,Chiekwugo,769
2801,15596060,Skinner,498
2802,15723299,Sorokina,774
2803,15636982,Weller,705
2804,15751175,Bess,648
2805,15618936,MacDonald,688
2806,15787529,Gray,592
2807,15780128,Ogbonnaya,705
2808,15615991,Udegbulam,654
2809,15757001,Mai,624
2810,15595388,Yeh,594
2811,15699550,Babbage,695
2812,15581620,Franklin,597
2813,15600934,Randell,758
2814,15738672,Paterson,737
2815,15721307,Pickering,694
2816,15619280,Uspensky,683
2817,15768244,Macleod,538
2818,15806837,Nnaife,669
2819,15643496,Randolph,730
2820,15813916,Kudryashova,622
2821,15626385,George,714
2822,15603582,Robertson,569
2823,15764351,Yuryeva,668
2824,15667938,Hurst,628
2825,15576360,Ch'iu,600
2826,15628813,King,693
2827,15584190,Esposito,704
2828,15716449,Fraser,527
2829,15759913,Trentini,553
2830,15701555,Nicholls,575
2831,15758482,Montalvo,626
2832,15758171,Tien,582
2833,15680346,Chuang,683
2834,15649124,Fang,850
2835,15812917,Kosisochukwu,653
2836,15768455,Young,679
2837,15703059,Scott,549
2838,15646196,Yeh,850
2839,15585451,Vigano,558
2840,15714057,Windradyne,528
2841,15748473,Curnow,801
2842,15785782,Ugonna,513
2843,15693233,De Neeve,666
2844,15757521,Ricci,606
2845,15812513,Nnaife,599
2846,15674950,Ebelechukwu,544
2847,15678572,Keating,529
2848,15713608,Tuan,850
2849,15579262,Shearston,497
2850,15610426,Tien,764
2851,15776454,Hamilton,603
2852,15771483,Arnold,609
2853,15648489,Ting,487
2854,15646609,Chao,748
2855,15693203,Powell,710
2856,15813067,Williams,432
2857,15769829,Cheng,534
2858,15662434,Zhdanova,607
2859,15773503,Tsai,551
2860,15705890,Nebechukwu,674
2861,15711398,Fetherstonhaugh,525
2862,15752375,Ojiofor,645
2863,15659175,Severson,755
2864,15597033,Speight,708
2865,15590228,Greenwalt,715
2866,15631848,Grover,727
2867,15654211,Milani,559
2868,15707968,Akobundu,545
2869,15594084,Anderson,524
2870,15651093,Chien,707
2871,15798824,Kennedy,671
2872,15671591,Castiglione,439
2873,15707189,Marshall,667
2874,15733581,Duncan,831
2875,15641640,Uspenskaya,545
2876,15585284,Thomson,604
2877,15617866,Calabrese,657
2878,15667751,Herrera,487
2879,15669411,Muse,750
2880,15789425,Marsden,694
2881,15570943,Artemyeva,711
2882,15685829,McKay,551
2883,15721917,Chuang,559
2884,15776047,Nicholls,620
2885,15716024,Dennis,660
2886,15675328,Knight,449
2887,15604314,Webb,703
2888,15658339,Pugliesi,795
2889,15630402,Nebechukwu,594
2890,15689616,Ward,586
2891,15774224,Nixon,613
2892,15701291,Chidubem,601
2893,15719606,Rivers,657
2894,15644119,Sochima,531
2895,15646859,Heydon,621
2896,15606836,Lombardo,782
2897,15664150,Holland,528
2898,15624510,Tien,696
2899,15810944,Bryant,586
2900,15668575,Hao,626
2901,15603246,Genovesi,498
2902,15804002,Kovalev,691
2903,15728773,Hsieh,568
2904,15598044,Debellis,715
2905,15694829,Chibueze,680
2906,15600575,Padovano,802
2907,15727311,Yen,539
2908,15570769,Kibble,494
2909,15606274,Lori,594
2910,15746139,Enemuo,596
2911,15704987,Lu,649
2912,15628972,Nebeolisa,699
2913,15697686,Stewart,787
2914,15733883,Ward,604
2915,15617482,Milanesi,489
2916,15704583,Chikwado,651
2917,15621083,Douglas,698
2918,15649487,Sal,578
2919,15736760,Douglas,538
2920,15714658,Yates,696
2921,15599081,Watt,507
2922,15705113,P'an,685
2923,15631159,H?,705
2924,15792818,Perry,499
2925,15633531,Lavrov,717
2926,15744529,Chiekwugo,510
2927,15669656,Macdonald,632
2928,15581198,Jenkins,668
2929,15729054,Korovina,744
2930,15573452,Manning,663
2931,15776733,Wilson,638
2932,15724858,Begum,688
2933,15713144,Ingrassia,588
2934,15690188,Maclean,631
2935,15689425,Olejuru,687
2936,15671766,Enyinnaya,599
2937,15782806,Watson,718
2938,15764419,Langdon,730
